line,label
thanks in part to the contribution of these jobless poor people.31,1
"Western incursions. From this perspective, recent Russian military moves",1
meanings to their lives.,1
thousands of years of experience in regulating the ownership of land. We,1
"about ten people in the USA, about seven people in China, and up to 25,000",1
Romans and Japanese who for thousands of years put their trust in fictions.,1
coveting? How many Buddhists have so far reached the stage of,1
"Well, some fake news lasts only 700 years.",1
"When you live under such an oligarchy, there is always some crisis or",1
"What about monotheism, then? Doesn’t Judaism at least deserve special",1
"female and the scientist is male, it’s probably a movie about feminism",1
whole of England in a single day for the cost of a few thousand dead.,1
Yuval Noah Harari has asserted his right to be identified as the author of,0
"16 Lawrence F. Katz and Alan B. Krueger, ‘The Rise and Nature of",0
ancient traditions? Perhaps even Westerners should take a break from trying,1
"obligations, and if this results in tensions, hostility and even violence – the",1
"victory in war. Rather, he needs to take away something. Once he convinces",1
into their own country?,1
"History’, confidently asserting that all the big political and economic",1
"In order to avoid such a race to the bottom, humankind will probably need",1
refugees in search of new homes.9,1
18. Science Fiction,0
"community bonds, as well as to the deep meaning they find in studying",1
religious animosities fuel conflicts from Nigeria to the Philippines.,1
"algorithms choose and buy things for us, the traditional advertising industry",1
Alms: A Brief Economic History of the World (Princeton: Princeton,0
"– but why does one person aspire to be more religious, while another is",1
the Great.,1
restrict them by itself. If the US government forbids genetically engineering,1
"data, see organisms as little more than biochemical algorithms, and believe",1
conservatives also embrace the broad liberal world view. Especially in the,1
Americans are negligible.,1
"So if you want to know the truth about the universe, about the meaning of",1
heading?,1
some kind of global identity and loyalty.,1
"authoritative doctor, but actually a hundred different AI doctors, whose",1
convince the Russian and American governments to abandon their ‘business,1
sidekick,1
often fall far short of the secular ideal. Medieval France was a self-,1
"quickly make life and death decisions. We have inherited our anger, our fear",1
"difficult it is to identify with such a nation, you just need to ask yourself",1
agreed that machine learning and robotics will change almost every line of,1
"rejection of this package, and in its attempt to establish an entirely different",1
"In the great age of conquerors warfare was a low-damage, high-profit",1
What then is the secular ideal? The most important secular commitment is,1
"drove the gruff old leader to take care of the orphaned toddler, but",1
"today – the Syrian civil war, global inequality, global warming – are just the",1
"24–46; Gary LaFree and Laura Dugan, ‘Research on terrorism and",0
"desires, and they are sometimes free to fulfil their desires. If by ‘free will’",1
services remained the only game in town. This package seemed destined to,1
"employees, but it does not make sense to prefer Warmlanders to Coldians.",1
Our sense of justice might be out of date,0
"The planet is divided between about 200 sovereign states, which generally",1
"Conflict in Action Selection’, Neuron 90:2 (2016), 362–72; Mo Costandi,",0
"don’t want immigration. In the long run, this could create hierarchical",1
"a period of working. In the first part of life you accumulated information,",1
"N. Goenka, instructed the students to sit with crossed legs and closed eyes,",1
Samaritan – a member of a sect much despised by the Jews – stopped when,1
would become far less important. Instead of manufacturing a shirt in Dhaka,1
is the challenge of maintaining our collective and individual focus in the,0
be decided at random.,1
"the twenty-first century, and that waging a successful war means waging a",1
"Even more alarmingly, the richest hundred people together own more than",1
reciting poems and waving flags in my honour.,1
maybe had nobody in the world to teach her key lessons. Hence growing up,1
"Harvey, Ritual and Religious Belief: A Reader (New York: Routledge,",0
"When people argue about immigration, they often confuse the four debates,",1
A primeval hunter-gatherer knew very well where her lunch came from (she,1
and the biometric sensors pick up the telltale signs of anger (higher blood,1
"subgroup faces a different maze of glass ceilings, double standards, coded",1
"unsustainable, especially as ultra-Orthodox families have seven children on",1
"battle was lost and they decided to surrender, one of his men said that ‘I",1
differences? Cultural relativists argue that difference doesn’t imply,1
winning the US TV quiz show Jeopardy! in 2011) will find that every,1
carried home thousands of slaves and cartloads of gold and jewels.,1
"Hence while present-day terrorism is mostly theatre, future nuclear",1
"occasionally make good sense, as in the case of Warmland and Coldia.",1
"Perspectives 29:3 (2015), 33–42; Joel Mokyr, The Gifts of Athena:",0
"cultures devoted a lot of attention to the study of mind, and they relied not",1
"and 1940, but are increasingly similar to their Chinese and Indian trade",1
Tzeitung published a photo of American officials watching the raid on,1
morality see justice,0
"stop burning coal, oil and gas. Hence it is not enough that we recognise the",1
"developing countries like India, China, South Africa and Brazil. There, once",1
"learn a thing or two from the Coldians, and if circumstances change – e.g.",1
armies. The so-called Facebook and Twitter revolutions in the Arab world,1
"dogmas, faith in 229–30",0
"among your people, but love your neighbour as yourself’ (Leviticus 19:18),",1
they are welcome to go elsewhere.,1
society split into aristocrats and commoners. In the modern era machines,1
The test of reality,1
"programming, muddled goal definitions and the chaotic nature of life.10 But",1
"and made them equal citizens – such as Imperial Rome, the Muslim",1
family line. Though nobody claims that the Kims are descendants of a sun,1
"‘you can fool all the people some of the time, and some of the people all the",1
"dharma, and try to adopt somebody else’s path – or to wander about with no",1
the Islamic State also declared that all the Muslims killed by the French air,1
more ambitious than using AI to drive a car or diagnose cancer.,1
Coldian starting to work in a Warmland firm quickly acquires the reputation,1
"diplomacy, but rather something like the 2016 Rio Olympics. Take a",1
and documents such as the Mesha Stele (erected by the Moabite King,1
"to retain some control of your personal existence and of the future of life,",1
"monopolies or sign an international tariff agreement, Khamenei can then",1
"outside their borders. Due to the spread of such regimes, it is becoming",1
"communities, Facebook first commits itself to protecting the privacy and",1
"a lot of philosophy books and having lots of philosophical debates, but",1
danger of privileging the viewpoint of the global elite over that of various,1
Tibet 232,0
"This could get far worse. As explained in earlier chapters, the rise of AI",1
eternal God is unfortunate but understandable; fighting other people,1
"Can a nation really suffer? Has a nation eyes, hands, senses, affections",1
The victory of science has been so complete that our very idea of religion,1
Field,0
by talking about the enigmatic mysteries of the universe and the limits of,1
Schumacher – the Formula One champion who is sometimes hailed as the,1
"Old Testament, continues to the Second Temple era, skips between various",1
you’ (Deuteronomy 20:16–17). This is one of the first recorded instances in,1
"cases, it takes surprisingly little to exhaust our imagination.",1
"true of all nations – I might begin feeling that my nation is supreme, that I",1
surrounded by people like him who taught him what he needed to know in,1
and to justify whichever position they espouse through imaginative,1
"European Party’, New Statesman, 29 March 2017.",0
the stake.,1
The technological challenge,1
repeating this lesson.,1
"from the yoke of the Catholic Church and the Soviet Union, their choices",1
There is an even deeper difference distinguishing human groups from,1
"In 1848 millions of people were losing their jobs on village farms, and",1
cryptocurrency 6,0
"Syrian civil war, the rise of the Islamic State, the Brexit mayhem and the",1
"How do you live in an age of bewilderment, when the old",1
"is true, or I am a cruel villain.’ And just as we don’t want to admit we are",1
roots pre-dating the appearance of humankind by millions of years. All,1
"human spiritual quality, and they do not reflect any kind of ‘free will’.",1
"US Department of Defense, ‘Nuclear Posture Review 2018’; Jennifer",0
"Huxley, Aldous: Brave New World 251–5",0
"the matrix, or in The Truman Show. In the end, it’s a simple empirical",1
"‘The Relative Effectiveness of Human Tutoring, Intelligent Tutoring",0
After centuries of bloody struggles we have crawled out of the black hole of,1
"information (which will be both the most important asset in the economy,",1
"The human body – the Latino body, the African body, the Chinese body –",1
attention on the wrong problems.,1
humanity will return to the liberal path in time to avert disaster. In his final,1
"in 1832, after Poland had been partitioned between Russia, Prussia and",1
"observes the body carefully, noting that ‘In this body, there are hairs of the",1
University of Oxford 310,0
losses. The fact that this has happened during previous waves of automation,1
"and collective timescale. From the viewpoint of human collectives, forty",1
the story than to doubt it. Most people who go on identity quests are like,1
"Macmillan, 2014), 52–5; Houman M. Sarshar, Jewish Communities of",0
"won’t be able to blame Tesla for that. After all, the customer is always right.",1
"how people understand the most important technological, social and",1
"different nations. Some countries, most notably Russia, might actually",1
most important tasks of all: searching for relevant and trustworthy,1
favour of religiously inspired misogyny or caste discrimination. But,1
or perhaps any voting rights. There is ample evidence that some people are,1
"war, loses a province, or even forfeits its independence, still it cannot",1
"Semitism. Precisely because Europe cherishes tolerance, it cannot allow too",1
"fortnights, its feet the days and nights, its bones the stars, and its flesh the",1
"At the climactic moment of the movie, the spirit of Mufasa reveals himself",1
propaganda maestro and perhaps the most accomplished media-wizard of,1
made the humble spinning wheel the symbol of the Indian nationalist,1
that as a result people in India and Egypt will come to enjoy the same,1
"periphery. Revolutionary knowledge rarely makes it to the centre, because",1
hardly mentioned Judaism in my history of the human race. Why did I write,1
"York: Pantheon, 1994).",0
"of us find it impossible to really know more than 150 individuals,",1
degraded from a source of true knowledge to a source of mere authority.,1
"As authority shifts from humans to algorithms, we may no longer see the",1
"under the banner of the local Count of Ivry, of his lord the Duke of",1
by an ardent belief that God will fight for the Jews and help them defeat the,1
"any way except as specifically permitted in writing by the publishers, as",0
"dollar, American 106",0
"Users in the US’, CNN, 27 July 2017.",0
because it might hold the key to controlling and shaping life in the future. I,1
"messy offline world, they were commandeered by religious fanatics and",1
"defeated, North Korean Juche for a long time also insisted on adding",1
"religions were not adapted to managing industrial metropolises, millions of",1
"together (willingly or not) to form Britons. In the not too distant future,",1
I was not the CEO – I was barely the gatekeeper. I was asked to stand at the,1
are likely to say that al-Qaeda knocked down the twin towers of the World,1
"pantheon, Muslims value honesty despite rejecting the divinity of Christ,",1
weren’t all these global stories – even communism – the product of Western,1
"the Wright brothers. Did you know, for example, that it was Maharishi",1
time and experience.,0
"pictures or videos of attractive men and women, tracks your eye",1
"question of our era. If we cannot answer this question soon, our",1
"gold mines. Romans prospered by selling captive Greeks and Gauls, and",1
"regard, German culture is superior to Saudi culture, and Californian culture",1
"the standpoint of justice, like many other standpoints, we are hardly adapted",1
brutal dictator? To allow an unlimited number of refugees into our country?,1
"Fernbach, Philip 218",0
harm the freedoms and rights of other people.,1
emergence of 185; emotions and decision-making 58; as post-truth,0
We are repeatedly told these days that we are living in a new and,1
What does the rise of Donald Trump signify? What can we do about the,1
"abilities. No one – including the multibillionaires, the CIA, the Freemasons",1
"Theological Seminary, who were training to become ministers in the",1
people. Many lines of work – such as driving a vehicle in a street full of,1
that the story is true.,1
"with more than 12 million copies sold, and translations in more than forty-",0
"revolution naturally tend to sing the praises of their creations, it falls to",1
admitting blunders is an inherent part of the game.,1
"fMRI scanner 21, 240",0
Argentinian nationalist will attest. Football can help formulate personal,1
"another person, one bad and one good. The historical complexity of the",1
"7 Hamza Hendawi and Qassim Abdul-Zahra, ‘Isis is making up to $50",0
"Yochanan ben Zakkai, and he did not discover the Oedipus complex by",1
"Taliban 30, 101, 153",0
Muslims or Indians achieved is but a pale copy of original Chinese,1
discovering an unknown chemical. Fighting for liberty includes anything,1
The ecological challenge,1
us will ignore them just as we ignore those annoying anti-virus notices on,1
"care of him, because they were burdened with their own young. Oscar",1
disagree on.’10,1
"Merkel? And if you do come up with something, was it also there 1,000",1
"6 Frans de Waal, Bonobo: The Forgotten Ape (Berkeley: University of",0
First published by Jonathan Cape in 2018,0
"9 Michael Chui, James Manyika and Mehdi Miremadi, ‘Where Machines",0
rather than by their religious affiliaton.,1
"been ascribed to the Buddha, often without any supporting evidence. But",1
Yet the homogeneity of contemporary humanity is most apparent when it,1
"Science fiction tends to confuse intelligence with consciousness, and",1
"most powerful scholarly establishments – whether of Christian priests,",1
become upset by their oddities. The difference between Anglo-Saxon,1
photos to straight dating sites.,0
virtuous and loyal Muslims to uphold these laws and spread knowledge of,1
who lives in London and works in a fashion shop’. At thirty-five you say,1
truth and beauty.,1
"prejudice. It is just you. Instead of just collective discrimination, in the",1
multiple fronts. We are taking more and more resources out of the,1
"like fish and will move forward rather than back, and they eat pomegranates",1
"as possible. According to this liberal panacea – accepted, in slight",1
democracy and human rights on Muslim nations resulted in a violent,1
by Shakespeare and religion have conditioned him to reject all the blessings,1
"our attention by providing us with free information, services and",1
excessive amounts it becomes toxic. Modern industrial farming is based on,1
atheists to keep these taboos. Since Orthodox parties usually hold the,1
Poland endures because these humans lend it their bodies – not just by,1
institutions such as Cairo’s Al-Azhar. Few of the Islamic State’s leaders,1
"smartphones? Do you think they control the technology, or does the",1
"far more knowledgeable and rational than others, certainly when it comes to",1
"Paris terror attacks (November, 2015) 160, 295–6",0
"their separate ways. If you want power, at some point you will have to",1
yourself that you are really in love. Why do you think women ask their,1
"you don’t focus. If you are asked about it, you know that football is a",1
"massacred. Eventually, in 1290 the entire Jewish population of England was",1
"such stories. By the time their intellect matures, they are so heavily invested",1
"changing. Given everything we know and don’t know about science, about",1
"Sunday morning, Christian gospel choirs bring hope to the life of millions,",1
"Before embarking on this intellectual journey, I would like to highlight",1
But today major global debates about things such as climate change and,1
biochemical algorithms of the human brain are far from perfect. They rely,1
Term 1: The host country allows the immigrants in.,1
"transport services, and in particular reduce mortality from traffic accidents.",1
"Mashhad, Iran 289",0
was Gentile thinkers who laid the groundwork for the achievements of,1
"Besides religions and ideologies, commercial firms too rely on fiction",1
The algorithm calculates that in such a case there is a 70 per cent chance,1
"phenomenon, it is best to observe it directly. Anthropologists, for example,",1
"societies and birth of 73–4, 185, 266–7; religion and 128–30",0
"strategic purpose, and contravened both the legal code and the military",1
"of traditional religions in the world of the twenty-first century, we need to",1
authentic individuals and authentic realities can be manipulated by,1
"assume that in order to match or surpass human intelligence, computers will",1
‘Alternative Work Arrangements: Two Images of the New World of,0
"without relying on some mythology. If you stick to unalloyed reality, few",1
"swerve into the opposite lane, and risk colliding with an oncoming truck.",1
much weaker environmental regulations than Massachusetts. We are used to,1
"(2003), 177–98.",0
"fictions and myths. Thus in the economic sphere, money and corporations",1
Ethics before the Bible,1
"engineering, artificial intelligence, machine learning – and common people",1
The future is not what you see in the movies,1
"Encyclopedia, 1500 to the Present (Santa Barbara: ABC-CLIO, 2003).",0
"financial crisis, global (2008) 4, 171",0
Chinese hoax’. Since there is no national answer to the problem of global,1
The secular ideal,1
and even cities should give far more weight to global problems and,1
"So are we on a verge of a terrifying upheaval, or are such forecasts yet",1
political chiefs and business moguls are forever on the run. Yet if you want,1
"Guardian, 21 September 2017; Liat Clark, ‘Loopholes and Luxuries:",0
Some universities and laboratories have indeed begun using meditation,1
"contradictory. The deeper the mysteries of the universe, the less likely it is",1
Tencent in order to provide basic support for every human being on earth –,1
Perhaps in the twenty-first century populist revolts will be staged not,1
"murdered tens of thousands of people, demolished archaeological sites,",1
The ‘clash of civilisations’ thesis has far-reaching political implications.,1
"stress 32, 57, 264",0
seem antediluvian.,1
"72; Megan McAndrews and Walter E. Block, ‘Legalizing Saving Lives:",0
"5 Michael Mandelbaum, Mission Failure: America and the World in the",0
"January 2018, when the United States imposed a 30 per cent tariff on",1
rewriting the history of everything from entire wars to individual,1
"help you get it. But if you don’t know what you want in life, it will be all",1
"second-hand reports. In science, when you investigate a particular",1
often provides this publicity for free. It obsessively reports terror attacks,1
"Algorithms will repeatedly make mistakes due to insufficient data, faulty",1
"the Andromeda galaxy, as well as to the countless aeons that passed before",1
"In Germany in the late 1930s, the local post-office manager might be an",1
"world. Even in romance, any aspiring Romeo or Werther knows that",1
"teams, TV shows, interests – it is easier to have dialogue about what we",1
corporations are fictional stories created by human beings. Microsoft isn’t,1
the solution you got from Hayek or Marx. No matter what solution you,1
The challenge posed to humankind in the twenty-first century by infotech,1
treatments compulsory.’,1
"who claim infallibility. If you want your religion, ideology or world view to",1
and immigration.,1
"the same time, improvements in biotechnology might make it possible to",1
"expect to work in the same job for their entire life.20 By 2050, not just the",1
"the USA; I was married, and then got divorced; I had cancer, and then got",1
what is the truth and what is the most compassionate thing to do. They need,1
"Theodosius, Roman Emperor 192",0
with Harry Potter. If you are a scientifically minded Christian you might,1
"ad (New York: Ecco, 2014), 190–7; Hannah Wortzman, ‘Jewish Women",0
"In contrast, today we have no idea how China or the rest of the world will",1
"part of the human psyche, and it is not rooted in human biology. True,",1
"mysterious alchemy of sacrifice. In order to bring us under his power, the",1
"to doubt the story. In many societies, anyone who tries to do so is ostracised",1
foreseeable future its usage will continue to depend to some extent on,1
"the buildings it owns, the people it employs or the shareholders it serves –",1
"theatre of terror with a show of security, orchestrating immense displays of",1
"Protestants 108, 132, 213",0
"Senate claimed to have the power to turn people into gods, and then",1
"This ebook is copyright material and must not be copied, reproduced,",0
Maji Maji Rebellion (1905–7) 239,0
"the message more appealing, Ngwale provided his followers with magic",1
much harder to struggle against irrelevance than against exploitation.,1
Qin Dynasty 171,0
weren’t very good in farming or healthcare. The true expertise of priests and,1
"everlasting bliss in paradise, and toss the wicked into the burning pits of",1
which is why it has so far been very careful not to escalate them. Russia has,1
"know what it is, and even if you knew, you cannot organise with other",1
negotiable moral imperative. It is a discussion between two legitimate,1
today’s affluent societies don’t need such keen awareness. We can wander,1
"Soviet Union 5, 8, 9, 10, 15, 48, 65, 103, 114, 169, 172, 174–5, 176, 209–",0
"the Tiranga (literally, tricolour), because it consists of three stripes of",1
enshrined as a self-evident dogma during the struggle against religious,1
"community, and on Facebook’s role in that project.1 In a follow-up speech",1
automation. We don’t need humans to sell us music any more – we can,1
"same discourse of human rights, state sovereignty and international law.",1
– and people starved to death; too much rain – and the river overflowed its,1
people. Is that kid about to jump onto the road? Does the man in the suit,1
"finally realised that I was gay, after several years of living in denial. That’s",1
"compassion in others. For example, in the early 1960s the Methodist",1
"minded policies of Ashoka. Nevertheless, by insisting that ‘there is no god",1
"87, 90, 121, 267, 268; healthcare and 22–3, 24–5, 28, 48–9, 50; intuition",0
"potential if instead of meditating yourself, you monitor electrical activities",1
and to focus all their attention on the breath coming in and out of their,1
needs to compete against neural networks in calculating probabilities and,1
"happiness xiv, 41–2, 201, 202, 211, 245, 251, 252, 273, 309",0
"To my research assistant, Idan Sherer, for checking up on everything",0
but I am not free to feel an attraction to women instead. In some cases I,1
"said? “If after every tempest come such calms, may the winds blow till",1
"some mysterious free will, but rather from billions of neurons calculating",1
exploitation.,1
‘Donetsk People’s Republic’ that Russia has set up to mask its unprovoked,1
"life in a post-work world has been conducted in Israel. There, about 50% of",1
"1945, the pace of technological development skyrocketed, because nations",1
"murder, rape and steal because they have only a superficial appreciation of",1
witnessed. Fear that terrorists might one day get their hands on a nuclear,1
"Of course, not all dogmas are equally harmful. Just as some religious",1
emigrating to Russia.,1
"cheap labour, raw materials and markets. Therefore it conquered and",1
come to solve problems much better than mammals without ever,1
‘Does your brain produce new cells? A skeptical view of human adult,0
borrowed from the fairy tales of ancient times. Liberalism has a particularly,1
"rituals, sacrifice is the most potent, because of all the things in the world,",1
"abysmal, but also as scientifically bankrupt. Life scientists, and in particular",1
and the KGB.,1
face of constant and disorienting change. Are we still capable of,0
"1 Ashley Kirk, ‘How Many People Are Killed by Terrorist Attacks in the",0
must confine themselves to a restricted zone where they are hidden behind a,1
"about you. If your boyfriend leaves you, Facebook will treat you to an",1
still aim to realise the communist goal by other means?,1
"ability to taste and appreciate the food I am eating. Consequently, I check",1
with Walmart dropouts. You wouldn’t like an inexperienced recruit to,1
knowing all the relevant facts?,1
"why can’t humans abandon all myths and fictions, and organise themselves",1
"nevertheless doing so, the religious parties tell the world – and tell",1
"Nimrud’, CNN, 14 April 2015.",0
"relative, the protesters would probably have been both less numerous and",1
"Global Terrorism Database (London: Routledge, 2015); Gary LaFree,",0
"In recent years Facebook has had astonishing success, and it currently has",1
"be about forty, and the human body would be exactly the same. Hence in",1
"good, some bad. For starters, culture is more malleable than biology. This",1
killer robots he could have unleashed them on the populace without fear of,1
to Silicon Valley and launch a start-up. I am free to create my own dharma.,1
"and BioMedicine’, Journal of Evolution and Technology 24 (2014), 45–",0
scientific literature 243–4,0
procedures.,1
with state-sponsored education and healthcare. Even the ultra-capitalist,1
more keen on helping the poor than on arming yourself to the teeth? It,1
challenges humankind has ever encountered.,1
that it is just a human convention. As they see the green piece of paper with,1
"treatments, diets and daily regimens, custom-built for our unique physique,",1
Policy problems: Muslim economics,1
"but rather, ‘how do we get out of suffering?’ When you give up all the",1
"twenty multibillionaires are pulling the strings behind the scenes,",1
unmanned aircraft.13,1
"Humans should always retain the freedom to doubt, to check again, to hear",1
box – human society with its myriad fictions. When you escape the matrix,1
to conquer.,1
"Trading’, Computer 44:11 (2011), 61–9; financial planning, portfolio",0
incentivise the switch to renewable energy. They can also invest more,1
actually be obeyed on the battlefield. Human soldiers are sometimes driven,1
"life, and you certainly have no chance of understanding death. If and when",1
"exception, all flags are rectangular pieces of cloth marked by an extremely",1
the tangible feeling of hunger makes God present more than any statue or,1
that whatever is responsible for them gives a damn about female dress,1
"provided that when the secular code collides with religious doctrine, the",1
"the immigration deal, both sides give far more weight to violations than to",1
wasn’t for the spectacular achievements of their nation. Some people in,1
some unforeseen ace.,1
natural basis for universal compassion. Forget about commerce for a,1
powers no longer know how to do so.,1
position on that question? What is the Jewish position? There are no,1
stealing when the global economic system is ceaselessly stealing on my,1
"humans should abandon the very idea of a single global story? After all,",1
catastrophes? What will happen when computers outperform humans in,1
"structure, and could surf cyberspace free of all biological and physical",1
"the era of hacking computers, but that’s hardly half the truth. In fact, we are",1
Some cultures might be better than others,1
"Everything: Capitalism vs. Climate (New York: Simon & Schuster,",0
"handful of fanatics could destroy entire cities and kill millions, there would",1
"Computer Age (New York: McGraw-Hill Education, 2015); Simon",0
"favour, or get something out of him. If anyone there knew any big secrets,",1
likely that it is about to embark on a global campaign of physical conquest.,1
are capable of developing communal bonds with millions of strangers. In,1
"And in order to understand ourselves, a crucial step is to acknowledge",1
substantial obligations towards a global community. A person can and,1
"5 James Tapsfield, ‘Gove presents himself as the integrity candidate for",0
prevention of nuclear war over the interests of any particular nation.,1
"all over the world, and that are likely to influence the future of our planet as",1
Yet like many other human traits that made sense in past ages but cause,1
"refrain from almost any kind of work, including even tearing off toilet paper",1
"ordinary voters and customers, but also presidents and CEOs. They may",1
"solution to 115–26, 138, 155; ignorance and 219–20; justice and 223,",0
"Your Hands (New York: Basic Books, 2015); Robert Wachter, The",0
"if they found a job in some textile factory, they could expect to remain in",1
317,0
"driving, somebody falling asleep at the wheel, somebody daydreaming",1
diagnosing known diseases and administering familiar treatments will,1
"‘Objection, Your Honour!’ all day). Meanwhile her friend decides to fulfil a",1
"there will be any Palestinians around 200 million years from now. Indeed,",1
the species itself might divide into different biological castes.,1
Industrial Revolution to the Globalization of Democracy (New York:,0
compensate for in chutzpah. Since it is more polite to criticise one’s own,1
315,0
photographs. On 29 June 1936 the official newspaper Pravda (the name,1
"Tojo, General 180",0
far more securely through love and pleasure than through fear and violence.,1
"Taiwan 100, 102, 104, 135",0
consequently even dramatic improvements in conditions might leave us as,1
"following this or that algorithmic recommendation. If you refuse, perhaps",1
"Ten Commandments 186, 187, 199, 291",0
"Sabbath, Jewish 188, 189, 290",0
2016.,0
Order of Lenin by diligently picking lots of cotton in the fields (if anyone,1
"is of course possible that both sides are not living up to their commitments,",1
"like. Similarly, the value of religious rites and sacred places depends on the",1
"Change’, Global Environmental Politics 10:1 (2010), 60–88; Jeff",0
"societies, even though not all of them believe in the same god, or in any",1
Hocus pocus and the industry of belief,1
"Computer algorithms, however, have not been shaped by natural",1
"Newman (eds.), Sociology: Exploring the Architecture of Everyday Life",0
‘Trump Administration Deletes Mention of “Climate Change” from,0
"truth, we haven’t got any evidence whatsoever that the Bible or the Quran",1
"Sacrifice not only strengthens your faith in the story, but often substitutes",1
national community is far more than a collection of people who tolerate,1
arm around Kidogo.6,1
"When you believe a particular story, it makes you extremely interested in",1
"Unfortunately, this too very easily turns into a heroic epic. Even as you",1
"Aztecs 182, 289",0
"#MeToo movement xi, 164",0
today have at their disposal powerful procedures for objective observation.,1
"5 Arlie Russell Hochschild, Strangers in Their Own Land: Anger and",0
very weak parties who cannot inflict much material damage on their,1
hell might open with a rush. This is what makes the Russian success in,1
biochemical reactions in billions of neurons somehow produce experiences,1
Suez Canal 172,0
that the ‘self’ is a fictional story that the intricate mechanisms of our mind,1
"basic luxuries – be they fancy self-driving cars, access to virtual-reality",1
"look in 2050. We don’t know what people will do for a living, we don’t",1
"30 ‘2017 Statistical Report on Ultra-Orthodox Society in Israel’, Israel",0
mockery of the Karbala martyrdom. Word of this unthinkable sacrilege,1
"is the ability to feel things such as pain, joy, love and anger. We tend to",1
Karbala’.12 The martyrdom of Husayn at Karbala thus gives meaning to,1
"University Press, 1991), esp. 49; Hachlili Rachel, Ancient Synagogues –",0
if this generation fails to synthesise all the data into a coherent and,1
"making Britain an independent power, as if they were still living in the days",1
225–6; roots of sense of 223,0
"understanding the world will make it easier to control it. Therefore, if you",1
innumerable books. You know that one day you will meet that special,1
"this made sense, because information was scarce, and even the slow trickle",1
stressed-out drivers caught in a split-second emergency? Perhaps Michael,1
"these things. Though they suffer from their own problems and limitations,",1
Only in 1955 – ten years after the Holocaust – did Lincoln Cathedral,1
"hurt Clinton’s election campaign, and one person even came armed with a",1
"17 Christopher W. Bauman et al., ‘Revisiting External Validity: Concerns",0
biotechnology confront us with the biggest challenges our species has ever,1
"but there were flies and mosquitoes, magic ones. Most of the young",1
"meaning from the art of fashion design, you are so irrevocably outclassed",1
"Similar experiments are under way in the Canadian province of Ontario, in",1
"Pakistan 102, 153, 159, 200, 286",0
What is basic?,1
reliably than a human.,1
necessarily have a realistic image of your own strengths and weaknesses.,1
"Talmud 42, 43, 97, 132, 183, 186, 189, 193, 235",0
simultaneously acknowledge their duties towards humanity as a whole.,1
"True, in the nineteenth century countries played the nationalist game",1
"illiberal movements, whose sole interest is to discredit liberal democracy",1
"invaded and occupied Egypt, losing a mere fifty-seven soldiers in the",1
justice and injustice?,1
"second, and they can all communicate to each other their feedback on the",1
more frequent extreme weather events such as hurricanes and typhoons.,1
"accounting. If you think that people live mainly online, and that you",1
"Polish nationalism, famously called Poland ‘the Christ of nations’. Writing",1
pattern recognition 20,0
my money.2,1
"values, yet they were both part and parcel of ‘European Civilisation’. Hitler",1
"tells them, and if the smartphone fails, they are completely clueless. In",1
"is that they hold on to two contradictory stories, without thinking too much",1
"Employment Arrangements’, ILR Review 66:4 (2013), 874–901;",0
everything he says and does is recorded by hidden cameras and avidly,1
that up in favour of mere terrorism. If in December 1941 the Japanese,1
economic developments of our time. This also means that science fiction,1
we dramatically cut the emission of greenhouse gasses in the next twenty,1
"‘Israeli Minister’s Jerusalem Dress Proves Controversial in Cannes’,",0
"If you cannot come up with something serious, I for one would not trust",1
draw hope and wisdom from the wellsprings of ancient religious traditions?,1
"lands, forests and rivers. In contrast, progressives could be expected to be",1
"Even if you personally belong to a disadvantaged group, and therefore",1
"faithful (or incur their wrath). Note, however, that I am not denying the",1
"a good enough yarn, it won’t occur to anyone to ask what the elephant is",1
"causes like gay marriage, gun control and abortion. Yet most so-called",1
"growing, your mind is developing, your relationships are deepening.",1
You know less than you think,1
"human drivers, politicians and consumers might nevertheless block the",1
guide. He repeatedly instructed students that when they observe the mind,1
"course, humans could never predict the future with accuracy. But today it is",1
groaned pitifully. Most seminarians did not even stop to enquire what was,1
"West on just 20p a day, the children forced to work in horrific",0
"emergency, the Altruist sacrifices its owner to the greater good, whereas the",1
godless but extremely dogmatic religion of Stalinism.,1
transformations and radical uncertainties? A baby born today will be thirty-,1
"different cultures, religions and tribes have invented throughout history is",1
"11 Katie Reilly, ‘Read Barack Obama’s Final Speech to the United Nations",0
"have as their root restraint in speech, that is, not praising one’s own",1
"the Syrians have failed to do the same, this is not the Swedes’ fault. If",1
The truly amazing thing is not only that Disney dared to market a movie,1
between good and evil. It would be wrong to tar all anti-immigrationists as,1
"had many gods, and if one failed, they hoped that another would still come",1
"relevant will these teachings be if the masses lose their economic value, and",1
"Netherlands 10, 14, 38, 186",0
Riley’s failure to adjust to her new life in San Francisco results from a,1
"and the Jewish people are at most 3,000 years old. This hardly qualifies as",1
"world. As Socrates observed more than 2,000 years ago, the best we can do",1
"possible, other nations such as Russia and Iran might be far less",1
"readers, journalists and colleagues. Earlier versions of some segments were",1
177; size and wealth of 176; terrorism and 159,0
"Thatcher, Margaret 44–5",0
country of Manchukuo to legitimise its conquests. China itself has long,1
the physical level – we can sit immobile for hours with closed eyes – yet on,1
"Babylonian Empire 188, 189",0
"an already ominous situation even worse, as the masses lose their economic",1
The end of history has been postponed,1
"huge gasoline-guzzling SUVs, while devout Catholics will go around in",1
machine learning will be a real game changer.,1
