line,label
"I guard you too. And with all good will I say,",1
"Even these Trojans have their tumblers-what a leap!""",1
HOMER:,1
then built a defense to landward off their stems.,1
"Father Zeus, Athena, Apollo-I were young again!",1
"immortals call the Xanthus, mankind calls Scamander.",1
BOOK 18:,0
"ACHSAMENUS ta-ke-sa' -mcn-usi: Thracian warlord, father of Periboea. 21.162.",0
"ENETIANS te-nee'-shunzi: people of PaphJagonia. Trojan allies, 2.964.",0
The brave son of Menoetius spoke out first:,1
294,1
589,1
"AMPHIGENIA (am-ji·je-neye' -a): city near Pylos, in Nestor's kingdom. 2.685.",0
{338-66],0
"Automedon brought the bread, set it out on the board",1
she shook on her throne and Mount Olympus quaked,1
home we go-and headlong death can come and topple Troy.,1
"Look down then, if you have the taste for it, Hera.",1
[44-73/,0
"He's a proud man at the best of times, and now",1
But the two Aeantes blazing in battle-fury,1
377,1
Patroclus told his friends and serving-women,1
120,0
far across the lines the armed Achaeans hauled him,1
"a man who could match the gods for strong advice,",1
thought to kill the mice that damaged the new vines.,0
"One girl. Chryseis, the fiery-eyed Achaeans",1
could point out Paris to battle-hungry Menelaus.,1
not till we give back the girl with sparkling eyes,1
"my glorious one, Achilles? Have you no heart at all",1
"THRASlUS (thra'-si-us): Trojan ally. Paeonian killed by Achilles, 21.236.",0
mainland. where the Greek fleet gathered before embarking for Troy. 2.356.,0
"""Hear me, Trojans, Dardans, all our loyal allies-",1
"tablet ... "" (6.198-99). There has been much discussion about the",1
"swept him well away-magnificent racing stallions,",1
480,1
480,1
back from this corpse with a few stinging taunts-,1
"I took him on and Athena gave me glory. By heaven,",1
474,1
whom Astyochea bore to Heracles filled with power.,1
257,1
"Odysseus in the Iliad, are",1
"battles; Aphrodite offered him the love of Helen, wife of Menelaus, the most",0
but I send my comrade forth to war with troops of Myrmidons-,1
Else what a mighty Trojan army had gnawed the dust,1
"opening with this toast: ""Your health, Achilles!",1
the Achaeans' sturdy rampart. No room there,1
"his mighty hammer in one hand, the other gripped his tongs.",1
B syllabary-eighty-seven signs for different combinations of consonant,1
up in arms. furious. storming against those men,1
to take him back to the fast Achaean ships . . .,1
"But Phoebus Apollo called to blazing Ares, ""Ares, Ares,",1
slung the bodies of four massive stallions onto the pyre,1
"ripped him down with a crash. A heavy blow to the Argives,",1
yanked the spear from the Trojan's shoulder joint,1
930,1
290,1
"Meanwhile Odysseus drew in close to Chryse Island,",1
"spurting his entrails out-and his life, gushing forth",1
"sprawled and roaring, clawing the bloody dust.",1
"PHOENIX (fee'-nix): (1) son of Amvntor. tutor and comrade of Achilles, 9.201.",0
"Come here, you idiot-stand up to me yourself",1
760,1
are innumerable cases of poetry which has both 'oral' and 'written',1
"one for Achilles, one for Hector breaker of horser-",1
"Sthenelus sprang from the car, hit the ground",1
but Phoebus refused to let him seize the glory-,1
"even of sleep, even of making love ...",1
BOOK,1
520,1
"many years before the Trojan War, see 14.300-8, 5.733-38 and note ad lac.",0
standing here in the thick of a pitched battle.,1
BOOK 3:,0
to fight the gutting fire from the fast trim ships?,1
"sent down with Zeus's blessings, I and Pallas Athena.",1
267,0
"the Trojan and Dardan troops will never believe him,",1
and vowel. It was a system only professional scribes could handle; in,1
"arrived at once, and lining up for assault",1
for heartbreaking. inhuman warfare on the plain.,1
So he yelled and the famous spearrnan Odysseus,1
how you sleep in the midst of men who'd kill you-,1
to the great men of Achaea. You report my message-,1
"His aides, elated, lifted the armor off his shoulders.",1
"far the greatest fighter among the Argivefleet,",1
410,1
until we can bum the bodies of our dead.,1
ten text was developed by Geoffrey Kirk. The epics were the work of,1
"a hoarse roar!-Trojans stormed over the rampart,",1
Ruin. eldest daughter of Zeus. she blinds us aII.,1
460,1
(two longs) in the first four places but must be dactyl and spondee in,1
Now-and not for a moment let him turn you back,1
251,0
"ORTHE (or' -thees: Thessalian city in the kingdom of Polypoetes, 2.841.",0
(16.526-34),0
40,0
"Rising in anger, Zeus who drives the storm clouds",1
"these are the gifts we claim-they are our rights.""",1
led her home to Troy from her father's house,1
"A moment ago they longed to kill each other, longed",1
625,0
"From the rest Achaean soldiers bought their rations,",1
120,0
"""Don't provoke me-wretched, headstrong girl!",1
"massed in formation as they were, not a single man",1
90,0
"and tell the Atridae, Agamemnon and Menelaus,",1
"the Solymi always out for glory. Laodamia? Arternis,",1
"to fight the enemy, stand their headlong charge.",1
with the flats of both hands and let loose in grief:,1
"thousands poised 1O strike, and not a man alive",1
"or he failed to care, but what a fatal error!",1
We-your allies here-we do your fighting for you.,1
BOOK 2:,0
"Thracians, topknots waving, clutching their long pikes",1
As he thought it out. the first way seemed the best.,1
The Spelling and Pronunciation of Homeric Names,0
and he quickly called his trusted friend Alcirnedon:,1
lord of the war cry had caught Adrestus alive.,1
"dear branch in bloom, dear child I brought to birth!-",1
"Euphemus led the Cicones, fighters armed with spears,",1
eternally disgraced. Or I will snatch and hurl him,1
"""Look what a springy man, a nimble, flashy rumbler!",1
the poem as a whole. Everywhere in Homer's saga of the rage of Achilles,1
"Weaker I am, but I still might take your life",1
"and nymphs of the mountain planted elms around it,",1
and hurl you headlong down from the ramparts-horrible death-,1
"He flipped the lid of his quiver, plucked an arrow",1
"full-grown by now, reared in the lap of luxury.",1
Ajax slipped at a dead run-Athena tripped him up-,1
He aimed and hurled and his spear's long shadow flew-,1
closed around the corpse to lunge in battle--,1
"poetic language-as the German scholar Witte puts it: ""The language",1
"quickly, bring on rations of honeyed, mellow wine",1
830,1
"All his wounds sealed shut, wherever they struck ...",1
"may be like me, first in glory among the Trojans,",1
and Aetolian men he ruled revered him like a god:,1
"etry. Baltimore and London, 1979.",0
"who warms to feasts, his heart at peace, these days.""",1
"away in baskets, a large meadow in a lovely valley for the sheep flocks.",1
"in the lurching cars and the heart of each man raced,",1
"And Achilles sprang up with a start and staring wide,",1
460,1
320,1
430,1
19,0
"all the Achaean forces massed for assault, and then,",1
Denouncing me-,1
HOMER:,1
veteran Automedon and the fine fighter Alcimus,1
"For the rest who followed, waking Achaea's war-lust,",1
You should be begging the men who lead your allies',1
"now, once more, I beg you, bring my prayer to pass!",1
/233-63/,0
or go and find Agamemnon lord of armies.,1
Not for his son who breathed his last in battle.,1
of princely courtesy and innate nobility visible in every aspect of his,1
"charging headlong, caught him square in the chest",1
"and again he was bent on outrage, on shaming noble Hector-",1
Behold Hector now-if you ever once rejoiced,1
And while they prayed to the daughter of mighty Zeus,1
210,0
or feasts where the ranking Argive warlords,0
"and kneeling down beside Achilles, clasped his knees",1
BOOK 24:,0
but immense grief is his if comrades die in droves.,1
530,1
quickly stripped their gear and passed their team,1
Arternis taught the man herself to track and kill,1
"L1CYMNIUS (li-sim'<ni-usv: uncle of Heracles, killed by his great-nephew Tlepo-",0
210,0
of that choice is a fierce devotion to the glory which he has preferred,1
"and the Trojans scattered, cringing before his shaft ...",1
"man."" Warriors are described as ""eager"" or even ""yearning"" for battle,",1
Idomeneus had left the ships on foot that morning,1
and good tilled fields for him to lord it over.,1
"I tell you-all the Achaeans-good sound advice,",1
200,0
he loosed the iron rage of fire to consume them all,1
"again. He is going home, with all his men and ships. As for Agamem-",1
"NASTES (nas'-/eez): Trojan ally, son of Nomion, eo-commander of the Carians,",0
thrust destroys his dignity as a human being even before it takes his,1
"the meaning for others of her actions, to recognize that she is a human",1
"Teucer the master archer rose to meet the challenge,",1
380,1
INTRODUCTION,1
"rose up first to harangue them all, trying now",1
"come, shoulder-to-shoulder!",1
war. In one a marriage is celebrated and a quarrel settled by process of,1
"I must implore that terrible, violent man ...",1
"give us a bright sky, give us back our sight!",1
There is no more shattering blow that I could suffer.,1
THE ILIAD,1
"Look-now it's Achilles, a greater man he disgraces,",1
Pity me too!-,1
"forbidding me to fight the immortals head-on,",1
as soon as the two drove past the great tomb of lIus,1
"But he raged on, grimly camped by his fast fleet,",1
men from the town of Arne green with vineyards.,1
"But now let us consent to the feasting that I loathe,",1
or slammed on their backs beneath Atrides' hands--,1
takes one look at the water roaring up in foam,1
THE TRUCE ERUPTS IN WAR,1
their fast ships-the rocks pelted the ground like snow,1
"implored me, time and again, clutching my knees,",1
ACHILLES AND PRIAM,1
"or I'll spear you too, I'll rip your own sweet life away!""",1
"and he obeyed, rejoicing at heart-Achilles stopped,",1
"and the burnished blazoned armor round their bodies flared,",1
whom he escorted down to the House of Death.,1
2.977.,0
but they left behind two capes and a finely-woven shirt,1
Athenian men who could raise the cry of battle.,1
Those mares in front are the same that led before--,1
"we hand you first, whenever we take some stronghold.",1
"living close to Priam, who prized him like his sons.",1
"gnaw their own earth!""",1
a as in cat,0
pumping enormous strength deep down Achilles' hean-,1
20.533.,0
"heroes, familiar to us from battle-scenes, locked now not in combat but",1
"Asaeus first, Autonous next and then Opites.",1
"""Bathe and anoint the body-",1
"and time-honored laws, so you will advise them well.",1
And Zeus's son Sarpedon rejoiced to see him,1
spear poised in his grip-in from the blind side,1
if you go plunging down to the pit of earth and sea,1
and the fine kill went sprawling down the rocks.,1
BOOK 24:,0
"Patroclus. who haunts Achilles' dreams, calling for his burial so that he",1
sounds like the strange body-shield seen on some of the Mycenaean,1
"any sense of this, it is because the translator has often consulted the fa-",0
390,1
he feared the massive teams would collide on the track,1
"But if you hang back from the grueling battle now,",1
•,1
"leave Sarpedon there to die in the brutal onslaught,",1
150,0
{/5-44/,0
they left the hall and fell to work at once,1
flanked by Idomeneus' rough-and-ready aide Meriones,1
Quick as a thought goes flashing through a man,1
"But now by the beaked ships, far from your parents.",1
save the Argive armies and the ships. Himself?,1
ten years has been the raw world of tent shelters and beached ships.,1
"MYSIANS (mi'<shunzi: (I) Trojan allies living to the east of Troy, 2.970. (2)",0
"Now the renowned spearman Ajax rushed against him,",1
360,1
So I vowed at first. I bowed my head in assent,1
then went for the main mass,1
"still in my senses, true, but a harrowed. broken man",1
"the old men kept me back, they held the troops in check.",1
"Just for the sake of rivalry, soldier's pride,",1
"my tough tanned shield. That's what the real drill,",1
"now that battle is set to burst in flames between them!""",1
"and mocked them harshly: ""Why so crushed, Athena, Hera?",0
and the sound of struggle roared and rocked the earth.,1
or I klll him with bronze and strip his bloody armori,1
Oft' they went to the tents of Agamernnon-,1
"mouth gaping, blowing convulsive sprays of blood",1
[290-318/,1
372,1
"than twenty-five letters from the Phoenicians, a Semitic people whose",1
"But let him catch us lingering here tomorrow,",1
where did you leave the captain when you came?,1
till one or the other falls and gluts with blood,1
"Eurypylus staggered back to his massing comrades,",1
what force the famous shieldsman used to wield!,1
he takes this beast of burden back to his tents,1
"It's only youth that got the better of your discretion,",1
That breathed tremendous strength in the famous captain.,1
their overpowering strife broke out in massive war.,1
a foot race; after that a fight in full armor. weight throwing and an,1
INTRODUCTION,1
"ornamental epithets, those long high-sounding labels that accompany",1
358,1
"Just standing there, dumbstruck like fawns",1
"if we give our enemy glory or win it for ourselves.""",1
"not for all the bulls you've slaughtered to it for years,",1
"shielded the corpse with spear and round buckler,",1
and sacrificed to Apollo full-grown bulls and goats,1
giving the slip to guards and women servants.,1
"nor could Achaean spearrnen hurl the Lycians back,",1
"Wright, John. Essays on the Iliad: Selected Modern Criticism. Bloomington and",0
calling out commands to spur their comrades' fury.,1
Here young boys andgirls. beauties courted,1
/658-90},0
540,1
come down to the plain so you can seal our oaths.,1
"Now, just as the man was about to catch Glaucus",1
"words in Greek, but their Phoenician equivalents, Aleph and Beth, mean",1
"sent him into a deep, soothing sleep as soon as Hera",1
"""Hear me, Lord Apollo! Wherever you are now-",1
"And now death, grim death is looming up beside me,",1
180,0
"And reaching Odysseus first. a mastermind like Zeus,",1
"three each side, shimmering bright as rainbows arched",1
"where Arternis, showering arrows, shot her down.",1
"Each sacrificed to one or another deathless god,",1
"toppling down, ripping away the whole cliff. blocking the stream",1
Well I can boast my birth from powerful Zeus himself!,1
by the Argives here on Hector's native soil.,1
"before the old man's fury. So he lashed out at his sons,",1
to write in the late eighth century; there was little or nothing for him,1
Fearless Bellerophon killed them all.,1
they all sprang up to greet him face-to-face,1
for now his mind had changed. at least for a moment.,1
770,1
"and quickly told Patroclus standing by, ""Come,",1
he would send a murderous dream to Agamemnon.,1
The two Aeantes bearing the same fury. the same name-,1
"and a dark blue wave, foaming up at the bow,",1
"he grants me glory, triumph-the Argives, bloody death.",1
urged him against Prince Hector. keen for the kill,1
his own mother-what a terrible thing had taken place:,1
"the force of fire, quenchless, ravening fire, yes,",1
"Wofford, Susanne 1. The Choice of Achilles: The Ideology of Figure in the Epic.",0
"my Hector! It's all for him I've come to the ships now,",1
"No, command them now to take their food and wine",1
"Pelides groaned, scanning the arching blank sky:",1
"64), one of them, Antlmachus, even told the assembly that they should kill",0
victory thunder turning the tide of war their way.,1
. . . I will be there in person at your tents,1
"and the stirring call to arms I sound tomorrow morning,",1
never to ride in glory home to windswept Troy.,1
"""Who on earth could blame them? Ah, no wonder",1
I'll bury that man so deep in mud and rocks!,1
"Send me a bird of omen, your own wind-swift messenger,",1
"in the dust before his feet as the reinsman vaulted,",1
But then Polypoetes braced for battle took the weight,1
or check his rage and beat his fury down?,1
110M~R:,1
and they made a run for Achaea's rapid ships.,1
"you Trojans, tell the loving father and mother",1
"that it would take several days to perform? For that matter, ifhis poetry",1
"Not overly tired, I trust, from all your efforts",1
present and over many centuries of historical development. and there,1
"it set the great stream of the Ocean River, the river that is at once the",1
before you could glimpse the horrid works of war.,1
"who gives the best advice. That's what they need,",1
"troduction. p. 41, and note 24.35-36.",0
This idea that signs on the right are lucky and on the left unlucky is common,0
"So Ajax drew back, out of range, and then-",1
leaning against his ashen spearshaft barbed in bronze.,1
"batters all the way to the Myrmidon ships and shelters,",1
200,0
180,0
"Peleus loved me as a father loves a son, I tell you,",1
So he prodded and Diomedes woke from sleep,1
And the voice of Sleep,1
TElITAMUS (tyoo'·ta-mus): father of Lethus. 2.955.,0
"but only heard a merciless voice in answer: ""Fool,",1
"immense floods breaking the bank's grip, and the reckless boulder",1
"ELASUS (el'-a-sus): Trojan killed by Patroclus, 16.814.",0
"Lattimore, Deborah Nourse. Achilles: Paradigms of the War Hero from Homer to",0
he'd come from a friend who just emerged from battle,1
What if Atrides Agamemnon learns you're here-,1
He savored every word of Nestor's story.,1
So then and there under royal Agamemnon's hands,1
keying her voice to that of Priarn's son Polites.,1
"Would togod my rage, my fury would drive me now",1
skimming the waves. and over the swells they came.,1
"and pitching facedown in the dust, and above him now",1
"And Hector? Hector's speeding horses swept him away,",1
172,0
I'd say an immortal came your way and gave you these.,1
"When they had put aside desire for food and drink,",1
HOMER:,1
"Pteleos, Helos and Dorion where the Muses met",0
cowered under its bluffs. But soon as Achilles,1
"all of my own free will but hardly willing. No,",1
"making his way through a big mass of sheep-flocks,",1
But soon as magnificent Paris marked Atrides,1
"Come here, old friend, stand by me! What humiliation-",1
"and she produced two sons. and you, you'll butcher both!",1
about how long the pieces should be and exactly where to use the knife.,1
On with it! Take up the whip and shining reins.,1
"Come now, my Olympian, swear your inviolate oath",1
{l JJ-6Jj,1
in rows crisscrossing rows-rapturous dancing.,1
"CARIANS tkair' -i-unzi: Trojan allies, inhabitants of a region in southern Asia",0
"But now the son of Tydeus came upon the king,",1
And now,1
"Seven women I'll give him, flawless, skilled in crafts,",1
mission more puzzles emerge. For the whole extent of the passage de-,1
THE RAGE OF ACHILLES,1
/259-89/,0
"Phoebus Apollo loomed, bristling winged arrows.",1
/376-407j,1
407,1
"the white-armed goddess Hera: ""Oh disaster. . .",0
"""... don't fling in my face the lovelygifts",1
"now our enemies, camping hard against the ships,",1
"form - - - - -. The Achaeans can't be ""strong-greaved"" or ""long-",1
So some Trojan will trumpet-,1
"loved by the War-god, right before my eyes.",1
"Greek and the manuscripts of the Greek classics,Homer included, came",1
and pitied the Argives beaten down by Trojan troops,1
"with your king, pitting force against his force:",1
Crowds of Trojans were mobbing his colonnades-,1
"""Its most beautiful, its purest mirror ..."" The most marvelous lines",1
"liant,"" ""godlike"" or ""swift-footed,"" Apollo is ""one who shoots from",1
"but there they lay, sprawled across the field,",1
"did even powerful Hyperenor, breaker of horses,",1
"No, no,",1
But now. at long last. I have tasted food again,1
one of the old relics-,1
long ago when the enemy's forces stood far off,1
350,1
"to rouse a Thracian captain called Hippocoon,",1
of all the Argives after Peleus' matchless son.,1
"When young Dawn with her rose-red fingers shone once more,",1
THE TROJANS,1
led her home to his house with troves of bridal gifts,1
the hearts of the brave. How can you hold back,1
"Aetolians and Curetes, 2.734.",0
"first they lifted back the heads of the victims,",1
"that Hera-say what I will, I can hardly keep her down.",1
pulled the reins back taut to the bolted chariot.,1
while far on the other side the gods of Tray sat down,1
That was the cry that fired each soldier's hean.,1
"used for centuries, the sounds they heard mentally as they composed",1
"Themis made her rounds, ranging far and wide",1
and set the golden notch-rings at the tips.,1
"just by a hair, and the weapon caught Schedius,",1
"he driving the Trojans, the god driving the Argives-",1
HOMER:,1
"that his dear friend lies dead. Wherever I look,",1
below Tmolus' snows in the wealthy realm of Hyde ...,1
"in all the Achaean armies, even in my anger.""",1
"AESYMNUS tee-sim'<nusr: Achaean killed by Hector, 11.352.",0
HOMER:,1
and Priam's high walls were stormed in the tenth year,1
the houses of the dead-the dank. moldering horrors,1
"the lines jamming and two fighters rearing above the rest,",1
"Dlomedes and Euryalus of the Argolid contingent, 2.655. (2) Son of Perseus,",0
"But the giant Ajax answered briskly, ""Wait,",1
[230-62/,0
ironbound by the ships and filled with anger still.,1
This is an area in which no one can claim perfect consistency: we,1
"with fleeces, woolen throws and soft linen sheets.",1
"PENEUS tpee-nee'<usv: river in Thessaly, 2.854.",0
"the man has paid enough, and the injured kinsman",1
"and all he left me are these, these disgraces-liars,",1
and his heart breaks but he courses after the hunter.,1
she kept pounding fists on the earth that feeds us all.,1
And here came Nestor,1
Litaithat come humbly and embarrassed to beg favor only underscored,1
220,1
"crushed at my hands you'll breach the gates of Deathl""",1
"But he's at the front, I'm sure, engaging Trojans,",1
"But he quickly found one more, on the left flank",1
"But rousing himself from sleep, the divine voice",1
"that fatal madness-she with those delicate feet of hers,",1
0,0
account of what metal can do to human flesh:,1
(204-JJ/,1
"I'm afraid he may be hurt, alone with the Trojans,",1
and all the rest of the Nereids dwelling down the depths.,1
Terrified by their father's rough commands,1
BOOK 23:,0
That's where his grave-mound will be piled and then,1
"For the loser he led a woman through their midst,",1
"sprawled in the blood and dust with dead men's corpses!""",1
(22.407-9),0
{L09-M!,1
"I am not so outraged, so irate-it's always her way",1
"invented the story himself, to provide Thetis with a claim on Zeus's gratitude.",0
"not that he shrinks from action, skittish or offguard-",1
"The rage of kings is strong, they're nursed by the gods,",1
"this man-killing war, but the young ones fought him",1
rebellion was at hand. Everywhere in Europe scholars began to collect.,1
THE ILIAD,1
just like the anger Agamemnon king of men,1
"""Dread majesty, son of Cronus. what are you saying?",1
"""Impossible-worse, it's wrong to deny your wann request.",1
570,1
own nature. But when the Iliadopens she has already come to realize,1
"epic, the Aeneid, gave this legend its classic form.",0
"and unpredictable it is, how hard-pressed, outgunned men can suddenly",1
"with the sashed and lovely Iphis by his side,",1
"And his loving wife went home, turning, glancing",1
"feeding on earth's gifts, than they waste away and die.",1
let the men escape with their lives if nothing else-,1
780,1
of killing the men' and driving off the massive stallions. ',1
HOMER:,1
"what hoards I'll give to set your heart at peace.""",1
"AEGION (ee'-ji-on): city in the kingdom of Agamemnon, 2.665.",0
"ALCEsns (al-ses'-lis): daughter of Peltas. wife of Admetus, mother of the Achaean",0
"strangling both sides at once by stretching the mighty cable,",1
And taking a rugged spearshaft tipped with whetted bronze,1
"inside me, down by force"" (18.133-34). But he is angrier still with Hec-",1
No one at all to fear. No one can rout me-,1
510,1
OLYMPUS to-lim'-pus): mountain in northeastern Thessaly. the home of the gods.,0
"So you cannot challenge my birth as low, cowardly,",1
"not even your silver-whirling, mighty-tiding river-",1
"that day the sons of Achaea sail from Troy!""",1
520,1
"let's both put up a tripod or a cauldron,",1
to assembly on the topmost peak of ridged Olympus.,1
"Aethra. Pittheus' daughter, and Clymene, eyes wide,",1
22,0
"lines that are also common in Homer. Though these poets-Tyrtaeus,",1
120,0
off he strode to the ships of Argivesarmed in bronze.,1
Achilles split his head at the brow with hilted sword,1
"or fling ourselves at his knees and beg for mercy!""",1
"from Aphrodite's arm and her wrist healed at once,",1
"They tell me to add this too, a good sound proposal:",1
"Hard by his team and car she found the king,",1
"RHESUS (ree'-sus): (1) Trojan ally. son of Eioneus (2), king of the Thraclans,",0
"the ranks and kill Agamemnon now"" (1.225), and he would have done",1
"you can have your fill of tears-once I've brought him home.""",1
"first put out the fires with glistening wine,",1
BOOK 20:,0
they made their beds and slept by the stern-cables ...,1
HOMER,1
"CTEATUS (kte'<a-tus): reputed son of Actor (2), whose real father was Poseidon,",0
THE ILIAD,1
rows of beacons blazing into the air to alert their neighbors-«,1
"shouting out at Idomeneus, ""Whip them hard nowl",1
"pick out young men, the best in our joint forces,",1
". Go now, call Ajax. ldomeneus. quickly,",1
"forever bracing his huge burnished shield rock-steady,",1
270,1
The Great,1
"never tarnished. always glittering, solid gold.",1
"and bearing high in hand, wound on a golden staff.",1
And each soldier scratched his mark on a stone,1
"once my fists have worked you down to pulp!""",1
540,1
ACHILLES AND PRIAM,1
"blood and death to the Pygmy warriors, laonching at daybreak",1
380,1
with a sword that hewed his neckbone-up to the hilt,1
one moment in flight. the next in hot pursuit-,1
1.470-83 Your claims in father's halls: this story of the near defeat of Zeus by,0
And the swift runner Achilles answered quickly.,1
"At once-and pay us reparations fair and fitting,",1
to reach the place where the two famed heroes fought.,1
"He never quaked, that Tydeus, that great horseman-",1
torch his gates to blazing rubble-rip the tunic of Hector,1
"home I go to Windy Ilium, straight home now.",1
"and the horse moved out in front. behind came clouds of infantry,",1
"""Respect the priest, accept the shining ransom!""",1
"still enraged as she was. But now for total war,",1
"stood in Achilles' path and Achilles sprang in chase,",1
down to his feet that shield he bore to keep offspears-,1
"terrible, blasting lethal fire at every breath!",1
"then halt your withering fire!""",1
"Hector, helmet flashing,",1
and the dust went whirling up from under rushing feet,1
dead set on stopping the brilliant Achilles' rampage here,1
"of his maker, will have served as warrant for the second. Allin all, then,",0
312,1
famous cup of Nestor described in our Iliad (11.745-53). And echoes,0
"as a man at a loss, helpless, crossing a vast plain",1
"ARETAON (a·re-tay'·on): Trojan killed by Teucer, 6.37.",0
no need in the world to raise his barrow high,1
"dorus, son of Actor (4), husband of Polymela, 16.224.",0
ALOEUS (a-lee' -us): father of the giants Ephialtes and Otus. 5.438.,0
For nine whole days the immortals have been feuding,1
"But their captain lay on an island, racked with pain,",1
and his courage flooded back inside his chest.,1
"teetered high on the topmost branch-tips, cowering",1
[164-9IJ,1
appear inextricably tangled in the same line or half-line. Much was,1
"revenge, though that revenge, as he well knows, is the immediate prel-",1
"now shouting his orders back toward the rear,",1
the old majestic Priam broke the silence first:,1
when other monals try to catch some sleep.,1
"women sashed and lovely, and gleaming gray iron.",1
Following step by step,1
186,0
"and clustering round them, lifted golden cups.",1
many as those with hearth fires back in Troy-,1
as he watched Eumelus' mares pulling farther ahead,1
found the son of wise King Priam. shining Hector,1
"absorbed, godlike passion; ""like the gods,"" Priam called him, but that",1
"Teucer charged forward, mad to strip that gear",1
"he ran-and Peneleos stabbed at Ilioneus instead,",1
Oldest Dead White European Males and Other Reflections on the Classics; and,0
"There, Pronous first to fall-a glint of the spear",1
"Hera's lord whose thunder drums the sky!""",1
"On our backs, from the day that we were born,",1
when he learned the blood and birth of all the Argives.,1
440,1
since that is your only passion-you two goddesses-,1
So they labored to haul Patroclus from the war.,1
killed by Meriones. 13.742.,0
"their weapons piled'beside them on the ground,",1
The main purpose of this glossary is to indicate pronunciation. Identifications,0
"later in life, but it is not possible that he be both an oral and a written",1
130,0
BOOK 16:,0
I honor sacred Ilium most with my immortal heart:,1
the Achaean fighters coming on in so much force.,1
And terror-struck in the underworld. Hades lord of the dead,1
"the bloody arm dropped to the earth, and red death",1
if all the immortal gods who rule the vaulting skies,1
"battalions ranged in armor with greathearted Patroclus,",1
For the men of Tray the day went down against their will,1
"SOES! (bee'·bee): Thessalian city in the kingdom of Bumelus, 2.813.",0
"And over and over the old horseman Oeneus begged him,",1
'Diomedes ran for his ships-I drove him back!',1
Nestor the noble old horseman spoke out first:,1
They lie when they say you're born of storming Zeus.,1
not when I loved Acrisius' daughter Danae-s-marvelous ankles-,1
"But Tydeus treated them all to a shameful fate,",1
"if it proves acceptable, pleasing to one and all,",1
"SCHEDIUS iske'·di·us): (1) Achaean, son of Iphitus (1), commander of the Pho-",0
"critics claim to detect in the text of the poem. These are telltale signs,",1
1465-94/,0
fluent and flowing as you are. Keep quiet.,1
and the panicked stallions bolted.,1
there where Protesilaus' and giant Ajax' ships,1
but its fame will spread as far as the light of dawnI,1
the crest where the god's own temple had been built.,1
Achilles' outburst is inhuman-godlike. in fact. But the others are men.,1
"A stalemate. And the troops were growing bored,",1
"not 1. there at the front where we win glory,",1
R.E,0
And first he gave his drivers strict commands,1
"assisted by Cindy Klein, this Iliad might never have been published.",0
BOOK 8:,0
"high-ceilinged, paneled, fragrant with cedarwood",1
"And once they reached the perfect spot for attack,",1
I'll fight the man myself. The gods on high-,1
and the one who fled was great but the one pursuing,1
"then suddenly out ofnowhere a wind in gale forcecomes storming,",1
"And still the rest fought on, relentless war cries rising.",1
"And a brace of fighters. Chromius, strong Aretus",1
"thrust out to defend his chest, and shook his bronze spear.",1
and crowning his head the goddess swept a golden cloud,1
must tell you how I feel and how all this will end-,1
"his audience, and Hera's motive for hating Troy, the insult to her beauty,",1
"supplying grain to the binders, endless bundles.",1
"gladly, Atrides. my royal king-anything",1
"Expertly they cut the meat in pieces, pierced them with spits,",1
INTRODUCTION,1
at the ships but:,0
"but the two you see in action he gave Aeneas,",1
"masoned in smooth, lustrous ashlar, linked in a line",1
"And moving off to a safe distance, over and over",1
"moored mid-line so a shout could reach both wings,",1
the surging inhuman blaze of war leapt up the rocks-,1
and It struck Achilles' shield-a dead-center hit-,1
"With that,",1
diving to scatter crows and fear-struck starlings-,1
600,0
"daughters of mighty Zeus ... and they limp and halt,",1
"He was Hector's close comrade, born on the same night,",1
HOMER:,1
"Have you no pity for him, our helpless son? Or me,",1
"Berrnann. Charles Beye. Claudia Brodsky, Beth Brombert, VictorBrom-",0
Fights the River,1
put some human kindness in your heart.,1
Trojans and Achaeans. Look what heavy casualties,1
"the mood that inspired men to defend their own city, great or small, in",1
and Pedasus (1). 6.25.,0
"50 Tydides prayed and Athena heard his prayer,",1
"But Paris flared in rage at his comrade's death,",1
"yearning for their leader, the great man of war,",1
"his caved-in chest, and bobbing above them",1
while the gods who up till now have shielded Troy,1
1375-403/,1
"then over his shoulder Achilles slung his sword,",1
70,0
"since both men strove, not for a sacrificial beast",1
Araet:hyrea,1
"with one fast shaft from his bow and the stag's escaped,",1
"why, I could promise to give back Helen. yes.",1
"""0 my child, how good it is to give the immortals",1
"PTOLEMAEUS tpto-le-mee'-us): son of Piraeus, father of the Achaean Eurymedon",0
so fire flared from the sharp point of the spear Achilles,1
"his spear flies straight to the mark, never stops,",1
"hacked each other at close range. No more war at a distance,",1
FUNERAL GAMES FOR PATROCLUS,1
the hub of your well-turned wheel will almost seem,1
360,1
THE ILIAD,1
"Not a single god can stand against you-no, not 1-",1
As such fears went churning through his mind,1
"he's burst the tremendous bar!""",1
Down Poseidon dove and yoked his bronze-hoofed horses,1
"""Now, Deiphobus, now shall we call it quits at last?",1
530,1
"But across the lines Aeneas called hiscomrades,",1
"""Take me alive, Atrides, take a ransom worth my life!",1
130,0
"your people dying around the city, the steep walls,",1
"He refused to let his two boys march to war,",1
"scriptions of sacrifice, of communal eating and drinking. Such passages",1
40,0
the weapons hurtled side-to-side and men kept falling ...,1
370,1
f/84-214f,0
and climbing vines shot up on silver vine-poles.,1
HOMER:,1
