line,label,,
66,0,,
"Then as Idomeneus' henchman stripped the corpse Menelaus took Scamandrius down with a sharp spear- Strophius' son, a crack marksman skilled at the hunt.",1,,
heir to a tradition of oral epic poetry that reached back over many,1,,
making plans for battle-it's their duty.,1,,
washes the blood off it in a,1,,
"true, but the life that's left me will be long, the stroke of death will not come on me quickly.",1,,
"But Trojans, thrilled at the sound of Zeus's thunder, pitched themselves at the Argives still more fiercely, summoning up their fiery lust for battle.",1,,
"liant"" according to his grammatical case and his position in the line.",1,,
"Pelasgian Lethus' son, lashing a shield-strap round the ankle tendons, was hauling Patroclus footfirst through the melee, hoping to please Prince Hector and all the Trojans, Hippothous rushing on but death came just as fast.",1,,
look.,1,,
120,0,,
stop your salvos!,1,,
40,0,,
"are prob- ably ""significant names"": i.e., names invented or selected by the poet for their obvious suggestiveness (e.g., ""Bloodlust"" in Greek is Haimon and the Greek word for blood is haima).",1,,
500,0,,
"So off Euchenor sailed, both to save his wealth from the heavy fine the Arglves made deserters pay and himself from wasting illness-no slow plague for him.",1,,
580,0,,
niques has been questioned by students-of oral poetry, in other parts of,1,
Homer for the first time a guide to pronunciation that will stand him,1,,
610,0,,
"But their captain lay on an island, racked with pain, on Lemnos' holy shores where the armies had marooned him, agonized by his wound, the bite of a deadly water-viper.",1,,
king of the deathless gods and men who die.,1,,
only at the risk of chaos.,1,,
THE SHIELD OF ACHILLES And now Hector would have hauled the body away and won undying glory ...,1,,
"Vermeule, Emlly T.Greece in theBronze Age.",0,,
"son of Lethus, eo-commander of the Pelasgians from Larissa, 2.954.",0,,
not when you roll and couple with the dust.,1,,
Death-cries hit the skies!,1,,
Robert Fitzgerald.,1,,
"And now no man who waded into that work could scorn it any longer, anyone still not speared or stabbed by tearing bronze who whirled into the: heart of all that slaughter- not even if great Athena led him by the hand, flicking away the weapons hailing down against him.",1,,
_,0,,
"wealth, they are also a reminder of Trojan attitudes: the belief, typical",1,,
"Greater than any man on earth, greater in outrage too- for the gods themselves are always at your side!",1,,
399,0,,
BOOK 17:,0,,
MARAUDING THROUGH THE NIGHT,0,,
"Tight formations led by Hector careering breakneck on like a deadly rolling boulder tom from a rock face- a river swollen with snow has wrenched it from its socket, immense floods breaking the bank's grip, and the reckless boulder bounding high, flying with timber rumbling under it, nothing can stop it now, hurtling on undaunted down, down till it hits the level plain and then it rolls no more for all its wild rush.",1,,
beholding his noble looks.,1,,
"Hector offersa pact to Achilles, the same pact he has made before",1,,
560,0,,
and Deucalion fathered me to command a race of men through the length and breadth of Crete.,1,,
You've forgotten.,1,,
"Menelaus cut him down, was stripping off his armor- Menelaus fierce as a mountain lion sure of his power, seizing the choicest head from a good grazing herd.",1,,
There must have been texts in circulation in the sixth,1,,
THE GREAT GATHERING OF ARMIES,0,,
But now the son of Mecisteus hacked the force from beneath them both and loosed their gleaming limbs and tore the armor off the dead men's shoulders.,1,,
"Paeonian killed by Achilles, 21.236.",0,,
"Now a sharp ridge rises out in front of Troy, all on its own and far across the plain with running-room around it, all sides clear.",1,,
590,0,,
250,0,,
17.250.,0,,
the armies that prized him in his power like a god.,1,,
Victory shifts.,1,,
(),1,,
2.716.,0,,
PATROCLUS FIGHTS AND DIES,0,,
641,0,,
"Graves, Martin Hammond.",1,,
"places, the breasts, when Hera smlles as she boxes the ears of Artemis",1,,
"But Menestheus could not reach them with a shout- the din was deafening, war cries hitting the skies, spears battering shields and helmets' horsehair crests and the huge gates all bolted shut, but against them there the Trojans tensed and heaved, trying to smash them down and force a passage through.",1,,
strongest weapon in Homer's poetic arsenal is variety within a metrical,1,,
They placed the bones they found in a golden chest.,1,,
THE ILIAD,0,,
HOMER:,0,,
"7,513-:U Those ramparts [and Apotlo I reared for Troy in theolddays: Apollo and Poseldon, as a punishment for their pan in a revolt against zeus.",1,,
"But since the gods ordained it all, these desperate years, I wish I had been the wife of a better man, someone alive to outrage, the withering scorn of men.",1,,
"You see foryourself- no power left in the Argives."" So Meriones yelled and Idomeneus whipped the team with their manes streaming, back to the hollow ships-fear seized the king at last.",1,,
"The deathless Aphrodite sank in Dlone's lap and her mother, folding her daughter in her arms, stroked her gently, whispered her name and asked, ""Who has abused you now, dear child, tell me, who of the sons of heaven so unfeeling, cruel?",1,,
"HADES (hay'-deez): ruler of the dead, son of Cronus and Rhea, brother of Zeus, Derneter and Poseidon, 15.225.",0,,
"Now you'll pay at a stroke for all my comrades' grief, all you killed in the fury of your spear!"" With that, shaft poised, he hurled and his spear's long shadow flew but seeing it coming glorious Hector ducked away, crouching down, watching the bronze tip fly past and stab the earth-but Athena snatched it up and passed it back to Achilles and Hector the gallant captain never saw her.",1,,
"loser in the duel, is rescued by the goddess Aphrodite and returned to",1,,
"True, just like Agenor head to foot the deadly Archer stood in Achilles' path and Achilles sprang in chase, feet racing, coursing him far across the wheat-fields, heading him out toward Scamander's whirling depths as the god led him a little, luring him on and on- always hoping to catch the god with bursts of speed.",1,,
"well as on the Minoan site of Cnossos in Crete, were deciphered as",1,,
"The story of Meleager, as we know it from later sources, is very different from Homer's version.",1,,
"then you will tear your heart out, desperate, raging",1,,
250,0,,
tough on the front lines.,1,,
592,0,,
"Hector's speeding horses swept him away, armor and all, leaving his men to face their fate.",1,,
ORTlLOCHUS (or-ti' -lo-kun: son of Alpheus.,0,,
erally agreed and scientific lines: the history of the Greek language and,1,,
"Hector's daring driver charging headlong, caught him square in the chest beside the nipple and off his car he pitched as his horses balked.",1,,
346,0,,
fleeing left and right.,1,,
"So lay Anthemion's son Simoisius, cut down by the giant royal Ajax.",1,,
"~Mjk~,j&Th.Jlirw-IMw~'f!0,Jf.,~~,,,R~1&~;:,,ii\..~),M..~~t~,i@""_~~,~,J&J:,"",J&~~~~~~~~i",0,,
How that fellow sleeps!,1,,
"the Finnish Kalevala, Percy's Reliques of Ancient English Poetry.",1,,
and never sated with fighting?,1,,
544,0,,
670,0,,
with his bow and hooded quiver slung across his shoulders.,1,,
minism.,1,,
"Mydon, Astypylus, Mnesus, Thrasius.",1,,
"Baltimore and London, 1987.",0,,
values and those creative values of civilized life that war destroys.,1,,
It's a welcome thing to make love with a woman ...,1,,
// But Admetus' son Eumelus came in last of all ...,1,,
"Three daughters are his in his well-built halls, Chrysothemis and Laodice and Iphianassa- and you may lead away whichever one you like, with no bride-price asked, home to Peleus' house.",1,,
"They were the first to trample on our pact."" Hearing that.",1,,
"Oh no, you won't get past me, take me in that way!",1,,
Achaea's sons and all your armies!,1,,
"PROTlfOjlNOR ipro-tho-ee' -nor): Achaean, son of Areilycus, commander of the Boeotians, killed by Polydamas, 2.585.",0,,
2.611.,0,,
"Straight at the gates he lashed his team, hell-bent, his troops crowding behind him shouting war cries, never thinking the Argive line could stiij hold out- they'd all be hurled back on their blackened hulls.",1,,
HOMER:,0,,
I can see the blaze go roaring up the ships.,1,,
But a light urging sent by the god of earthquakes rippled through their lines and whipped battalions On.,1,,
560,0,,
"CRISA (kreye'-sa): city in Phocis, 2.610.",0,,
"Sarpedon marshaled the famous allies, placing Glaucus next in command with the combat veteran Asteropaeus, head and shoulders the best men, Sarpedon thought, [104- 37j after himself of course: he outshone the rest.",1,,
But King Agamemnon would not stop the quarrel.,1,,
"Achilles is ready to fight, he has no armor-he",1,,
"Once they're packed in the walls and catch their breath, close the thickset gates and bolt them tight again.",1,,
Fools.,1,,
510,0,,
"don't tempt my wrath-and you may depart alive.""",1,,
"cated, are found in oral poetry, living and dead, in other languages.",1,,
"You are both younger than I,",1,,
Odius and Epistrophus led the Halizonians out of Alybe miles east where the mother lode of silver came to birth.,1,,
consonants candg are hard (as in cake and gun) before a-Lycaon (leye-,1,,
I took him on and Athena gave me glory.,1,,
"dashed it down amidst the milling fighters, loosed a shriek and the bird veered offalong the gusting wind.",1,,
730,0,,
"strife, yes.",1,,
bastard son of Priam.,0,,
"I'm offto engage the man, though his fists are fire, though his fists are fire and his fury burnished iron!"" Spurring them on to raise their spears for full assault and the Trojans' fury massed and mounted, war cries broke but Apollo suddenly stood by Hector, shouting, ""Don't for a moment duel Achilles, Hector, out in front of your ranks!",1,,
We have also provided a Pronouncing Glossary of all the proper,1,,
"~<}""'""",0,,
They should have,1,,
"He was on his way for a new bronze spear to use and staunch Idomeneus shouted out, ""Meriones- racing son of Molus, brother-in-arms, old friend, why back from the lines, why leave the fight behind?",1,,
"But he bore a son who's not the half of him in battle- better only in wrangling, wars of words!"" Taunting so, and steadfast Diomedes offered no reply ...",1,,
"Now, with his rage inflamed for his friend's death, I fear he'll raze the walls against the will of fate."" And with that command Zeus roused incessant battle.",1,,
"So rigid, unrelenting.",1,,
370,0,,
"first sight of Agamemnon and the other Achaean chieftains in Book 3),",1,,
"Priam wept freely for man-killing Hector, throbbing, crouching before Achilles' feet as Achilles wept himself, now for his father, now for Patroclus once again, and their sobbing rose and fell throughout the house.",1,,
defying even the great decree of Zeus- by dint of their own power and striking force.,1,,
skilled as the gods themselves,1,,
for those who persist in thinking of him purely in terms of oral com-,1,,
"and ""prayer"" is",1,,
"He looks to me like Machaon from behind, dearly, Machaon head to foot.",1,,
353,0,,
"But he wept freely now as his feet swept him clear of the dose fighting, bearing the dreadful news to Peleus' son Achilles.",1,,
scrambling back through the sharp stakes and deep pit of the trench.,1,,
BOOK 18:,0,,
"Like shoals of fish darting before some big-bellied dolphin, escaping, cramming the coves of a good deepwater harbor, terrified for their lives-he devours all he catches- so the Trojans down that terrible river's onrush cowered under its bluffs.",1,,
You fill me with contempt- what are you saying?,1,,
John Herington.,0,,
and audiences as the definitive version.,1,,
314,0,,
not one day more.,1,,
Take me back to my black ship.,1,,
HOMER:,0,,
"No, dear as he is to you, and your heart grieves for him, leave Sarpedon there to die in the brutal onslaught, beaten down at the hands of Menoetius' son Patroclus.",1,,
Don't leap to extremes.,1,,
"Detached from the ranks, two scouts took up their posts, the eyes of the army waiting to spot a convoy, the enemy's flocks and crook-homed cattle coming.",1,,
THE ILIAD,0,,
"bloodletting, and which achieve the paradoxical effect of making the",1,,
The natural consequence,1,,
"Achilles knows, for his mother has told him, that his death is to come soon after Hector's.",1,,
But any soldier wild with desire to reach his home at once- just let him lay a hand on his black benched ship and right in front of the rest he'll reach his death!,1,,
"killer in his own domain-lion in the bush, shark in the water-we",1,,
or else one of us might stand beside Achilles and lend him winning force-his courage must not flag.,1,,
"lord in power of Tenedos-Smintheus, god of the plague!",1,,
"I ""'.",1,,
Though his rich estates lie far away in the country.,1,,
"But here's the best thing yet he's done for the men- he's put a stop to this babbling, foulmouthed fool!",1,,
what if I face him out before the walls?,1,,
"Euknemfdes Achdioi will fit the meter, for the two opening",1,,
A prize to match the exploit!,1,,
"But back in Lycaon's halls are eleven war-cars, beauties all, fresh from the smith and fire-new and blankets spread across them.",1,,
"Wine is poured over it, a libation.",1,,
"one fury seizing their hearts, packing a wall of bronze shields and round about their glittering crested helmets now the son of Cronus spread a dense, deepening mist.",1,,
"Chanson de Roland, a poem that almost certainly has oral origins, tells",1,,
Achilles grabbed a foot.,1,,
"by potential enemies, who could turn into actual belligerents at the first",1,,
BOOK 9:,0,,
PRONOUNCING GLOSSARY,0,,
"even you, but never once did they make light of me.",1,,
820,0,,
20,0,,
THE TRUCE ERUPTS IN,1,,
"Tell Atrides to arm his long-haired Achaeans, to attack at once, full force- now he can take the broad streets of Tray.",1,,
I know I can overpower this dazzling Hector.,1,,
"ZEUS (zyoos): king of the gods, son of Cronus and Rhea, brother and husband of Hera, father of the Olympians and many rnortals too, 1.6.",0,,
their often violent interaction produce the harsh patterns ofhuman life-,1,,
DOG STAR: 11.70.,0,,
THE ILIAD,0,,
120,0,,
"Mustering them he launched his own crafty plan: ""Who will undertake a mission and bring it off for a princely gift?",1,,
"Then, when brilliant Achilles had had his fill of tears and the longing for it had left his mind and body, he rose from his seat, raised the old man by the hand and filled with pity now for his gray head and gray beard, he spoke out winging words, flying straight to the heart: ""Poor man, how much you've borne-pain to break the spirit!",1,,
"Pull back at once, whenever you're thrown against him- Of.",1,,
"He finished Othryoneus, a man who'd lived in Cabesus, one who had just come at the rousing word of war and asked for Priam's loveliest daughter, Cassandra- with no bride-price offered- but Othryoneus promised a mighty work of battle: he would rout the unwilling Argives out of Tray.",1,,
ACRAPATHUS,0,,
660,0,,
"He strode from the rampart, took his stand at the trench but he would not mix with the milling Argive ranks.",1,,
HOMER:,0,,
760,0,,
2.976.,0,,
"it is taken for granted, wrote.",1,,
Oft' they went to the tents of Agamernnon- a few sharp commands and the work was done.,1,,
"men who up till now had panicked like deer, food in the woods for jackals, leopards, wolves- {/04- 33} helpless, racing for dear life, all fight gone.",1,,
"so far, he can claim to be the best man, Greek or Trojan.",1,,
68,0,,
"No baby boy still in his mother's belly, not even he escape-all Ilium blotted out, no tears for their lives, no markers for their graves!"" And the iron warrior brought his brother round- rough justice, fitting too.",1,,
"Chap- ter 3, ""The Iliad."" New Haven, 1963.",0,,
210,0,,
"But now the son of Tydeus came upon the king, the thirteenth man.",1,,
"In a famous and terrifying passage, he formulates the creed",1,,
Thryon.,1,,
"Wright, John.",0,,
"But he showered tears of blood that drenched the earth, showers in praise of him, his own dear son, the man Patrodus was just about to kill on Troy's fertile soil, far from his fatherland.",1,,
"dead as he fell, his life breath blown away.",1,,
179,0,,
"CORONEA (ko-roh-nee'<a): city in Boeotia, 2.593.",0,,
5.812.,0,,
"Antilochus struck Atymnius hard with a whetted spear, the bronze ripping into his flank and clean through- he crashed at his feet- But Maris charged Antilochus, sweeping in with his lance, enraged for his brother, planted himself before his corpse but Thrasyrnedes, quick as a god, beat him to it-he stabbed before Maris stabbed-no miss!",1,,
"Hainsworth, J.",0,,
"invincible, though he knows it will end in his early death.",1,,
DIOMEDES FIGHTS THE GODS,0,,
BOOK 5:,0,,
.,1,,
"pan, and certainly nothing like what Achillesdemands-that Agamem-",1,,
Homeric Soundings: The Shaping oftheIliad.,0,,
"The rest of the gods who live forever soon returned to Mount Olympus, some enraged, some in their proud, new-won glory, and sat beside the Father, king of the black cloud.",1,,
210,0,,
400,0,,
"""Asius dies.",1,,
What if we set you free or you should slip away?,1,,
"abroad toforeign shores, to a wealthy, noble host,",1,,
Younger than Nestor.,1,,
.,1,,
"The rage of kings is strong, they're nursed by the gods, their honor comes from Zeus- they're dear to Zeus.",1,,
"Thick-and-fast as the snows that fall on a winter dawn when Zeus who rules the world brings on a blizzard, displaying to all mankind his weaponry of war ...",1,,
"POLYPHEMVS tpo-ti-fee'-musi: Lapith warrior of the generation of Nestor, 1.308.",0,,
(},1,,
"ECHEPOLUS (e-ke-poh'·Ius): (ll Trojan, son of Thalysias, killed by Antilochus, 4.530.",0,,
1.478.,0,,
"He mounted again and flogged the horses hard and on they flew to the ships, holding nothing back- that's where their spirits drove them on to go.",1,,
370,0,,
They stood in a ring around the ox.,1,,
no matter-Telamon tended you in his own house.,1,,
"us a picture of the supreme violence, goaded 10 fury and at the highest",1,,
"plete with lower- and uppercase letters, breathings and accents, which",1,,
820,0,,
"Why prowling among the ships, cut off from camp, alone in the dead of night when other men are sleeping?",1,,
"And on they came, with good Odysseus in the lead, [[ and the envoys stood before him.",1,,
"she quickly looped her earrings, ripe mulberry-clusters dangling in triple drops and the silver glints they cast could catch the heart.",1,,
"And Idomeneus over there-standing with his Cretans- like a god, you see?",1,,
720,0,,
death of a city.,1,,
"The big oaken axle groaned beneath the weight, bearing a great man and a terrifying goddess- [/ and Pallas Athena seized the reins and whip, lashing the racing horses straight at Ares.",1,,
"We'd come to the strong and storied house of Peleus, out for recruits across Achaea's good green land.",1,,
1.232.,0,,
The,1,,
one area in which his sensibilities are more finely tuned than the an-,1,,
"Quick as the wind now Iris rushed to the goddess, urging, ""Rise, Thetis- Zeus with his everlasting counsels calls you now!"" Shifting on her glistening feet, the goddess answered, ""Why ...",1,,
an expanse of time?,1,,
"He killed Betion, not that he stripped his gear-he'd some respect at least- for he burned his corpse in all his blazoned bronze, then heaped a grave-mound high above the ashes and nymphs of the mountain planted elms around it, daughters of Zeus whose shield is storm and thunder.",1,,
And her argument prevails.,1,,
What sort of poet composed it.,1,,
"Down she flashed from the peaks of Mount Olympus, quickly reached the ships and found Odysseus first, a mastermind like Zeus, still standing fast.",1,,
"Who was the first he slaughtered, who the last, Hector the son of Priam, now Zeus gave him glory?",1,,
Never again will you embrace him striding home.,1,,
"Now go,",1,,
4.338.,0,,
captain of the men from Syrne.,0,,
20,0,,
eldest daughter of Zeus: .,1,,
//,1,,
in Wolf's,1,,
BOOK 4:,0,,
"hexameter line-his ""ear, ear for the sea-surge,"" as Pound describesit-",1,,
"Elsewhere (in Aeschylus and Bacchylides, for example) Althaea was told by the fates that her newborn son Meleager would live as long as the log on the fire remained unconsumed, She took it off the fire, extinguished it and hid it in the chest.",1,,
THE ILIAD,0,,
"That roused the crowd, they leaned to look and marveled.",1,,
"The Epeans owed us all, few as we were in Pylos, hard-pressed as well.",1,,
// A shattering war cry!,1,,
"According to one legend, she had attempted to make Achilles immortal by dipping him.",1,,
60,0,,
"in the southwestern Peloponnese, 9.180.",0,,
"Well, nine days we should mourn him in our halls, on the tenth we'd bury Hector, hold the public feast, on the eleventh build the barrow high above his body- on the twelfth we'd fight again ...",1,,
Weaklings!,1,,
THE ILIAD,0,,
HERA OUTFLANKS ZEUS,0,,
"blacker, whipping the whitecaps, full hurricane fury- the herdsman shudders to see it, drives his flocks to a cave- so dense the battalions grouped behind the two Aeantes, packed, massed with hardy fighters dear to the gods, battalions black and bristling shields and spears, fighters sweeping into the breaking storm of war.",1,,
200,0,,
"With your winning words hold back each man you find- don't let them haul their rolling ships to sea!"" (/ The bright-eyed goddess Pallas lost no time.",1,,
Sail home to the fatherland we love!,1,,
the formal duel with Ajax in Book 7-the winner to take his opponent's,1,,
versity Press.,1,,
"once again, there is no way to extract them.",1,,
They met on their feet.,1,,
So Zeus makes a decision designed to satisfyboth sides: Thetis is to tell,1,,
"One prayer the Father granted, the other he denied: Patrodus would drive the onslaught off the ships- that much Zeus granted, true, but denied him safe and sound return from battle.",1,,
"The cars shot on, now jouncing along the earth that rears us all, now bounding clear in the air but the drivers kept erect in the lurching cars and the heart of each man raced, straining for victory-each man yelled at his pair as they flew across the plain in a whirl of dust.",1,,
Good heralds of Zeus and men.,1,,
And he speaks,1,,
"Griffin, Jasper.",0,,
"Adkins, A.",0,,
"Next the men who held Mycenae's huge walled citadel, Corinth in all her wealth and sturdy, strong Cleonae, men of Omiae, lovely Araethyrea and Sicyon, Adrastus' domain before he ruled Mycenae, men of Hyperesia, Gonoessa perched on hills, men who held Pellene and those who circled Aeglon, men of the coastal strip and Helice's broad headland.",1,,
"He never quaked, that Tydeus, that great horseman- what force the famous shieldsman used to wield!",1,,
"Father Zeus has lopped the crowns of a thousand cities, true, and Zeus will lop still more-his power is too great.",1,,
"That, I remind you, that among the immortal gods is the strongest, truest sign that I can give.",1,,
a captain of the Athenians under Menestheus.,0,,
"CHERSIDAMAS (kur-si' -da-mas): Trojan killed by Odysseus, 11.500.",0,,
"AEGAE (ee'-jee): Achaean city in the northern Peloponnese and sacred to Po- seidon,8.230.",0,,
"Later, at leisure, strip the corpses up and down the plain!"" So he ordered, spurring each man's nerve- and the next moment crowds of Trojans once again would have clambered back inside their city walls, terror-struck by the Argives primed for battle.",1,,
.,1,,
"CERINTHl1S isee-rin'·thus): city in Buboea, 2.628.",0,,
.,1,,
160,0,,
Since there seems to be no similar convention for the English pronun-,1,,
"(2) Achaean, father of Echepolus (2), 23.339.",0,,
"bringing a sign of honor, a rich ransom.",1,,
her powerful hand hefting a boulder of the plain.,1,,
And now he promises to deliver the gifts that were,1,,
"When Thetisconveys to Achillesthe will ofZeus, his attitude isexactly",1,,
Then down they lay at last and took the gift of sleep.,1,,
"competition, the common heritage of ancestral tombs and age-old sanc-",1,,
sang his praise of aristocratic values in the century which saw them go,1,,
HOMER:,0,,
The Rage of Achilles,0,,
Now back in their tracks the Trojans fled pell-mell while Hera spread dense cloud ahead to block their way.,1,,
"I loved that woman with all my heart, though I won her like a trophy with my spear ...",1,,
"He struck him right where the midriffpacks the pounding heart and down Sarpedon fell as an oak or white poplar falls or towering pine that shipwrights up on a mountain hew down with whetted axes for sturdy ship timber- so he stretched in front of his team and chariot, sprawled and roaring, clawing the bloody dust.",1,,
"And Atreus' son drew forth the dagger always slung at his battle-sward's big sheath, he cut some hairs from the boar's head, first tufts to start the rite, and lifting up his arms to Zeus on high he prayed",1,,
the greatness and,1,,
Achilles in Vietnam: Combat Trauma and the Undoing ofCharac- ter.,0,,
"The word rendered ""passageways"" means ""bridges"" in later Greek: elsewhere in Homer it seems to mean something like ""embankments"" or ""causeways."" An ancient note explains it as ""ways through the battle Iines""-the dear spaces between the ranks or formations of troops.",1,,
4.368.,0,,
THE ILIAD,0,,
"And the lord of men Agamemnon came in last of all, weighed down by the wound he took in the rough charge when Coon, son of Antenor, slashed his arm with bronze.",1,,
"fire-new and forged by Hephaestus, flashes",1,,
ACHILLES FIGHTS THE RIVER,0,,
.,1,,
"And the whole assembly surged like big waves at sea, the lcarian Sea when East and South Winds drive it on, blasting down in force from the clouds of Father Zeus, or when the West Wind shakes the deep standing grain with hurricane gusts that flatten down the stalks-- so the massed assembly of troops was shaken now.",1,,
540,0,,
or Odysseus' prize-I'll commandeer her myself,1,,
"the best of the Achaeans.""",1,,
"Look-all that I promised once I am performing now: I've dragged Hector here for the dogs to rip him raw- and here in front of your flaming pyre I'll cut the throats of a dozen sons of Tray in all their shining glory, venting my rage on them for your destruction!"" So he triumphed and again he was bent on outrage, on shaming noble Hector- he flung him facedown in the dust beside Patroclus' bier.",1,,
520,0,,
"There is the heat of Love,",1,,
thefaster to wash that rampart out to open sea.,1,,
390,0,,
"But if you hang back from the grueling battle now, your day has dawned to be crushed by Trojans.",1,,
"So offshe went to her room, the chamber her loving son Hephaestus built her, hanging the doors from doorposts snug and tight, locked with a secret bolt no other god could draw.",1,,
"aut once he repels the roaring onslaught from the ships let him come back to me and our fast fleet-unharmed- wtth all my armor round him, all our comrades fighting round my friend!"" So Achilles prayed and Zeus in all his wisdom heard those prayers.",1,,
man after lagging man and they.,1,,
the change is not sudden.,1,,
190,0,,
242,0,,
"Here's more gold-a half-bar more in the bargain."" He placed it in his hands, and he was glad to have it.",1,,
launched the work.,1,,
"And so they are not subject to change, to the",1,,
ACHILLES AND PRIAM,0,,
the unfailing support given to the Trojans by the winner of the beauty,1,,
"[139-66J the tip of the weapon grazing the man's flesh, and dark blood came spurting from the wound.",1,,
"Zeus also gave me a son to bear and breed, the splendor of heroes, and he shot up like a young branch, like a fine tree I reared him-the orchard's crowning glory- but only to send him off in the beaked ships to Troy to battle Trojans!",1,,
"Come, listen to me-my plan is so much better: let us halt the war and the heat of combat now, at least for today, They'll fight again tomorrow, until they win their way to the fixed doom of Troy, since that is your only passion-you two goddesses- to plunder Troy to rubble."" Athena's eyes lit up and the goddess said, ""So be it, archer of the sky!",1,,
"Pteleos, Helos and Dorion where the Muses met the Thracian Thamyris, stopped the minstrel's song.",1,,
"So now, Menelaus 0 my King, you turned your shining eyes, scanning the crowds of comrades front and rear, trying to see if Nestor's son was still alive.",1,,
"PRONOUNCING GLOSSARY ACHAEANS (a-kee'-unz): Greeks and their allies ranged against the Trojans, 1.2.",0,,
"And away I fled through the whole expanse of HelIas and gaining the good dark soil of Phthia, mother of flocks, I reached the king, and Peleus gave me a royal welcome.",1,,
struggles.,1,,
"Patroclus, over against him, leapt down from his car and hit the ground.",1,,
"Perhaps a skilled prophet revealed the spot- or their own fury whips them on to attack."" And tall Hector nodded, his helmet flashing: ..All this weighs on my mind too, dear woman.",1,,
BOOK,0,,
responsibility here.,1,,
"Such pains the blissfulgods are lavishing on your son, dead man though he is--the gods love him dearly!"" And the old man rejoiced at that, bursting out, ""0 my child, how good it is to give the immortals fit and proper gifts!",1,,
THE ILIAD,0,,
Nantucket into Ithaca West with their Homeric hospitality.,1,,
"IOLCOS ii-ol'-kos): Thessalian city in the kingdom of Eumelus, 2.813.",0,,
"PHENEOS (fen' -et-os): city in Arcadia, 2.698.",0,,
gave an emphatically negative answer.,1,,
and distort my own-though I want to convey as much of what he says,1,,
.~,0,,
"Agamemnon sends ambassadors to Achilles,",1,,
"Come here, old friend, stand by me!",1,,
THE ILIAD,0,,
"AUTOLYCUS (aw·to'-li-kuss: maternal grandfather of Odysseus, 10.310.",0,,
who can stand against you?,1,,
and only the first appearance of a name is listed.,0,,
battlefield, the presence of gods there is an impertinence.,1,
"From there the entire Ida ridge swung clear in view, the city of Priam clear and the warships of Achaea.",1,,
Achillesassumes,1,,
"here,",1,,
break it too.,1,,
520,0,,
BOOK 5:,0,,
you'll be stopped.,1,,
"And I too, if the same fate waits for me ...",1,,
"Round her beloved son her glistening arms went streaming, flinging her shining robe before him.",1,,
2.666.,0,,
/295- 327/ 12: Quickly Sarpedon swung his shield before him- balanced and handsome beaten bronze a bronzesmith hammered out with layer on layer of hide inside and stitched with golden rivets round the rim.,1,,
"Despite my anguish I will beat it down, the fury mounting inside me, down by force.",1,,
"But Nestor the old driver rose and spoke at once: ""Few can match your power in battle, Diomedes, and in council you excel all men your age.",1,,
(21 Son of Dymas.,0,,
"we will save your life-this time too- master, mighty Achilles!",1,,
But nothing could make him panic-no green boy.,1,,
TEXT 1.5 daita 15.639 aerh18n 3.119 am' eke/euen 16.690 hOI~ 6.96 ai ken 17.176 le perandros 7.434 19reto 22.254 tpib~metha 8.349 2e 23.180 lete/esmena h~s per 9.458-61 Included 24.413 hide 10.463 tpib8somelh' 24.558 Omitted 12.340 pasas 24.789 igrelo,0,,
6.44.,0,,
"Well you know, old soldier loved by the gods, what sort of man heis-that great and terrible man.",1,,
skins.,1,,
Aegina.,1,,
"ask for news of their ""brothers, friends and husbands"" (); he is",1,,
"Hector shouted out to his men in a piercing voice, ""Gallant-hearted Trojans and far-famed allies!",1,,
670,0,,
"vising bard different ways of fitting the name of his god, hero or object",1,,
Thalysias' son Echepolus.,1,,
"POLYDEVCES (po-/j-dyoo'·seezl: brother of Helen and Castor, 3.283.",0,,
more than all our Argive fighters fast with chariot-teams- whether in war or action of any sort,1,,
grandfather of Eurystheus.,0,,
HERA OUTFLANKS ZEUS,0,,
And I was the first.,1,,
"curse to the men of Troy!"" So he taunted.",1,,
And reaching Odysseus first.,1,,
See notes 1.712.,0,,
"Why, he's erected a rampart, driven a trench around it, broad, enormous, and planted stakes to guard it.",1,,
tor.,1,,
"You too, I'll urge you on with so much winning force.",1,,
"He gouged her just where the wristbone joins the palm and immortal blood came flowing quickly from the goddess, the ichor that courses through their veins, the blessed gods-- they eat no bread, they drink no shining wine, and so the gods are bloodless, so we call them deathless.",1,,
2.834.,0,,
"they are very different from one another, but they have, besides",1,,
360,0,,
"So I must do all I can to pay her back, the price for the life she saved , ..",1,,
There-Hector's signal!,1,,
And Agamem-,1,,
"H1PPASVS (hip' -a-sus): (I) father of the Trojans Charops and socus, I 1.504.",0,,
"Alastor's son, crawled to Achilles' knees and clutched them, hoping he'd spare him, let Tros offalive, no cutting him down in blood, he'd pity Tros, a man of his own age-the young fool, he'd no idea, thinking Achilles could be swayed!",1,,
"But just when the woodsman makes his morning meal, deep in a mountain forest, arm-weary from chopping the big heavy trunks and his heart has had enough and sudden longing for tempting food overtakes the man and makes his senses whirl-just at the height of morning the Argives smashed battalions, their courage breaking through and they shouted ranks of cohorts on along the lines.",1,,
"They came in a hundred ships and Agamemnon led them on, Atreus' royal son, and marching in his companies came the most and bravest fighting men by far.",1,,
"That was nothing to how I hunger for you now- irresistible longing lays me low!"" Teeming with treachery noble Hera led him on: ""Dread majesty, son of Cronus.",1,,
You know his rage yourself.,1,,
930,0,,
o?,0,,
410,0,,
